Car Name,Kilometers,Fuel,Transmission,Registration,EMI,Final Price,Location
2017 Maruti Swift,84889,Diesel,Manual,UP-82,"EMI ₹7,238/m*",₹2.08 lakh, Police Lines Jind
2018 Maruti Swift,27152,Petrol,Manual,UP-86,₹5.00L₹4.10 lakh,₹2.50 lakh, Jind Jind Rural Haryana
2012 Hyundai i10,69463,Petrol,Manual,UP-85,"EMI ₹6,443/m*",₹2.07 lakh, jind Haryana pin Jind
2017 Mahindra KUV 100 NXT,96148,Diesel,Manual,UP-85,₹3.65 lakh,₹1.24 lakh, Urban Estate Jind
2013 Hyundai i20,121609,Diesel,Manual,UP-85,"EMI ₹7,913/m*",₹4.95 lakh, Bharat Nagar Bhiwani Haryana
2015 Honda City,103381,Diesel,Manual,UP-80,₹4.48 lakh,Account , Sector 26 Bhiwani Haryana
2018 Honda Amaze,41683,Petrol,Manual,UP-85,"EMI ₹5,984/m*",Account , jagriti nagar tosham road shiv mandir gali near railway line bhiwani haryana Bhiwani
2020 Mahindra Bolero,46763,Diesel,Manual,UP-85,₹3.39 lakh,Account , Krishna Colony Bhiwani Haryana
2020 Tata ALTROZ,75918,Petrol,Manual,UP-85,"EMI ₹4,226/m*",Account , Sector 26 Bhiwani Haryana
2020 Maruti Baleno,33965,Petrol,Manual,UP-85,₹2.05L₹1.90 lakh,Account , Birla Colony Bhiwani Haryana
2016 Tata Safari Storme,151026,Diesel,Manual,UP-85,"EMI ₹8,968/m*",Account , Pushp vatika wali gali Amar nagar tibba basti Bhiwani
2015 Hyundai Creta,133262,Diesel,Manual,HR-28,₹2.70 lakh,Account , Old Bharat Nagar Bhiwani Haryana
2017 Maruti Ertiga,400000,CNG,Manual,UP-85,"EMI ₹10,027/m*",Account , Birla Colony Bhiwani Haryana
2015 Hyundai Grand i10,105391,Petrol,Manual,UP-16,₹2.13 lakh,Account , Vikas Nagar Bhiwani Haryana
2016 Renault Duster,122433,Diesel,Manual,UP-85,"EMI ₹2,892/m*",Account , Bhiwani HR Bhiwani
2015 Hyundai i20 Active,126486,Diesel,Manual,UP-86,₹1.40L₹1.30 lakh,₹1.38 lakh, Vikas Nagar Bhiwani Haryana
2023 Hyundai VENUE,43035,Diesel,Manual,HR-51,"EMI ₹9,780/m*",₹1.70 lakh, Ravidas mandir Ravidas mandir Bhiwani
2017 Renault Kwid,90200,Petrol,Manual,UP-16,₹5.54 lakh,₹1.89 lakh," Halu bazar, opppsite Anara Devi school"
2015 Maruti Wagon R 1.0,75785,CNG,Manual,UP-85,"EMI ₹6,477/m*",₹1.30 lakh, Vidya Nagar Bhiwani Haryana
2025 Maruti Swift,13651,Petrol,Manual,PB-43,₹1.95 lakh,₹1.90 lakh, Haryana India JB gupta hospital
2022 Hyundai Verna,62994,Petrol,Manual,HR-03,"EMI ₹8,664/m*",₹2.20 lakh, HUDA Bhiwani Haryana
2020 Maruti Dzire,65502,Petrol,Manual,PB-08,₹3.29 lakh,₹8.50 lakh, Near bawari gate Guru ji appatmnt .new preet vihar Bhiwani
2021 Hyundai ALCAZAR,71214,Petrol,Manual,CH-01,"EMI ₹6,673/m*",₹1.10 lakh, Hbse border Hbse border Bhiwani
2018 Maruti Swift,82408,Diesel,Manual,DL-10,₹3.51L₹3.00 lakh,₹9.00 lakh, Housing Board Colony Bhiwani Haryana
2014 Maruti Ertiga,112785,Diesel,Manual,HR-26,"EMI ₹4,783/m*",₹1.39 lakh, Tower 4 TDI espania Sonipat
2015 Maruti Celerio,47775,Petrol,Manual,UP-15,₹2.35L₹2.15 lakh,₹1.12 lakh, Sector 8 Sonipat
2016 Hyundai Verna,97270,Petrol,Manual,UK-07,"EMI ₹8,802/m*",₹1.18 lakh, Murthal Haryana India
2012 Maruti Zen Estilo,66799,CNG,Manual,CH-01,₹2.80L₹2.65 lakh,₹3.60 lakh, Sector 23 Sonipat
2020 Maruti Dzire,87407,Petrol,Manual,CH-01,"EMI ₹16,683/m*",₹2.95 lakh, Rajiv Gandhi Education City Sonipat
2015 Mahindra XUV500,109151,Diesel,Manual,HR-02,₹8.00L₹7.50 lakh,₹2.62 lakh, Thana kalan Thana Kalan
2013 Renault Duster,92368,Diesel,Manual,CH-01,"EMI ₹9,773/m*",₹2.85 lakh, Near Delhi road Kharkhoda
2014 Maruti Wagon R 1.0,73286,Petrol,Manual,HR-26,₹1.45L₹1.10 lakh,₹1.08 lakh, Sector 15 Sonipat Haryana
2015 Hyundai i10,26611,Petrol,Manual,CH-01,"EMI ₹12,234/m*",₹0.70 lakh, 65 1st floor tdi tuscan city kundli Sonipat
2015 Maruti S Cross,61753,Diesel,Manual,DL-12,₹5.90L₹5.50 lakh,₹2.76 lakh, Ferozepur Khadar Rai Haryana
2016 Maruti Alto 800,58012,Petrol,Manual,CH-01,"EMI ₹7,043/m*",₹4.91 lakh, Sector 15 Sonipat Haryana
2019 Maruti Alto 800,78945,Petrol,Manual,UK-07,₹4.00L₹3.99 lakh,Account , Near kache quarter Near kache quarter Sonipat
2018 Tata Tiago,44508,Petrol,Manual,PB-39,"EMI ₹10,415/m*",Account , Ashok Vihar Sonipat Haryana
2014 Hyundai i10,54204,Petrol,Manual,CH-01,₹5.90 lakh,Account , Patel Nagar Sonipat
2013 Maruti Wagon R 1.0,33114,Petrol,Manual,PB-11,"EMI ₹14,837/m*",Account , Sector 53 Sonipat Haryana
2022 Maruti New Wagon-R,130130,CNG,Manual,CH-01,₹6.67 lakh,Account , Kundli Sonipat Haryana
2022 Hyundai Verna,37361,Petrol,Manual,HR-26,"EMI ₹8,885/m*",Account , pocket-3 sec-A-9 New Delhi
2015 Renault Duster,80202,Diesel,Manual,PB-35,₹1.20L₹1.00 lakh,Account , Ashok Vihar Sonipat
2017 Toyota Etios,118957,Diesel,Manual,PB-65,"EMI ₹8,954/m*",Account , Sector 26 Sonipat
2024 Renault TRIBER,4307,Petrol,Manual,PB-30,₹3.60L₹3.40 lakh,Account , Kundli Sonipat Haryana
2022 Mahindra XUV700,65165,Diesel,Manual,CH-01,"EMI ₹10,827/m*",₹2.96 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2021 Hyundai Creta,41424,Diesel,Manual,HR-01,₹2.30 lakh,₹3.65 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2023 Mahindra XUV300,33518,Petrol,Manual,PB-08,"EMI ₹8,008/m*",₹3.00 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2022 Mahindra XUV700,131555,Diesel,Manual,PB-65,₹3.60 lakh,₹8.10 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2021 KIA SELTOS,107459,Diesel,Manual,HR-54,"EMI ₹8,002/m*",₹2.17 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2020 MG HECTOR,54247,Petrol,Manual,PB-11,₹1.70 lakh,₹2.20 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2016 Maruti Swift,69519,Diesel,Manual,HR-02,"EMI ₹5,861/m*",₹4.30 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2020 Volkswagen Vento,144347,Petrol,Manual,HR-03,₹2.64L₹2.63 lakh,₹12.58 lakh," Wave One Mall, Sec-18, Noida"
2024 Volkswagen VIRTUS,38904,Petrol,Manual,PB-06,"EMI ₹2,987/m*",₹5.66 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2015 Maruti Wagon R 1.0,124627,Petrol,Manual,HR-36,₹1.53 lakh,₹1.76 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2020 Maruti Swift,148187,Petrol,Manual,PB-03,"EMI ₹8,353/m*",₹4.50 lakh," Metro Walk, Rohini, New Delhi"
2015 Hyundai Grand i10,50922,Petrol,Manual,HR-26,₹3.76L₹3.75 lakh,₹2.29 lakh," Radisson Blu, Sector 13, Dwarka, New Delhi"
2023 Maruti Celerio,60535,CNG,Manual,PB-07,"EMI ₹2,765/m*",₹10.00 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2014 Volkswagen Polo,194213,Diesel,Manual,PB-11,₹1.05 lakh,₹4.85 lakh," Metro Walk, Rohini, New Delhi"
2020 Tata Tiago,51462,Petrol,Manual,PB-08,"EMI ₹8,885/m*",₹3.50 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2023 KIA SELTOS,17952,Petrol,Manual,PB-65,₹1.20L₹1.00 lakh,₹14.70 lakh," Piyush Mahendra Mall, opp. Dussehra Ground, NIT - 3"
2014 Maruti Alto 800,54395,Petrol,Manual,PB-11,"EMI ₹10,062/m*",₹3.65 lakh," Metro Walk, Rohini, New Delhi"
2015 Maruti Wagon R 1.0,81421,Petrol,Manual,PB-11,₹5.70 lakh,₹3.00 lakh," Gaur City mall, Multilevel parking, Greater Noida"
2018 Hyundai Eon,47415,Petrol,Manual,HR-33,"EMI ₹8,120/m*",₹6.62 lakh," M3M Urbana, Golf Course Ext., Gurugram"
2016 Renault Kwid,62406,Petrol,Manual,PB-11,₹4.60 lakh,₹3.55 lakh," Metro Walk, Rohini, New Delhi"
2018 Ford Figo Aspire,65370,Petrol,Manual,HR-03,"EMI ₹12,202/m*",₹6.89 lakh," GT Road, Karnal"
2015 Maruti Celerio,77734,CNG,Manual,PB-11,₹3.67 lakh,₹2.77 lakh," GT Road, Karnal"
2017 Mahindra Kuv100,161159,Diesel,Manual,PB-39,Not available on EMI,₹3.80 lakh," GT Road, Karnal"
2012 Hyundai i10,65767,Petrol,Manual,PB-11,₹1.38 lakh,₹3.00 lakh," GT Road, Karnal"
2017 Maruti Wagon R 1.0,108493,CNG,Manual,PB-11,"EMI ₹9,974/m*",₹0.66 lakh," GT Road, Karnal"
2017 Maruti Baleno,196740,Diesel,Manual,PB-10,₹5.65 lakh,Account ," GT Road, Karnal"
2018 Renault Kwid,50000,Petrol,Manual,PB-65,"EMI ₹6,643/m*",₹4.00 lakh," GT Road, Karnal"
2013 Skoda Rapid,139914,Diesel,Manual,PB-10,₹2.00 lakh,₹6.47 lakh," GT Road, Karnal"
2017 Honda City,60466,Petrol,Manual,HR-26,"EMI ₹10,062/m*",₹6.70 lakh," GT Road, Karnal"
2018 Maruti Alto K10,99537,Petrol,Manual,PB-10,₹5.70 lakh,₹1.35 lakh," GT Road, Karnal"
2015 Maruti Swift Dzire,106825,Petrol,Manual,PB-11,"EMI ₹10,638/m*",₹1.30 lakh," GT Road, Karnal"
2011 Chevrolet Spark,60273,Petrol,Manual,PB-10,₹6.03 lakh,₹1.22 lakh," GT Road, Karnal"
2016 Hyundai Elite i20,99789,Petrol,Manual,PB-37,"EMI ₹8,403/m*",₹1.60 lakh," GT Road, Karnal"
2012 Hyundai i10,129648,Petrol,Manual,PB-91,₹4.76 lakh,₹2.00 lakh," GT Road, Karnal"
2013 Hyundai Verna,104143,Petrol,Manual,PB-10,"EMI ₹10,007/m*",₹2.15 lakh," GT Road, Karnal"
2016 Hyundai Elite i20,163865,Diesel,Manual,PB-10,₹3.80 lakh,₹1.34 lakh," GT Road, Karnal"
2014 Datsun Go,105000,Petrol,Manual,PB-10,Not available on EMI,₹2.00 lakh," GT Road, Karnal"
2013 Ford Figo,79247,Petrol,Manual,PB-91,₹1.00 lakh,₹5.14 lakh," GT Road, Karnal"
2017 Maruti Baleno,76539,Diesel,Manual,PB-10,Not available on EMI,₹1.75 lakh," GT Road, Karnal"
2013 Hyundai i10,44890,Petrol,Manual,PB-91,₹3.40 lakh,₹2.80 lakh," GT Road, Karnal"
2014 Hyundai Eon,169519,Petrol,Manual,PB-23,"EMI ₹7,061/m*",₹5.80 lakh, Huda Kaithal Haryana
2011 Hyundai Verna,120182,Petrol,Manual,PB-61,₹4.05L₹4.00 lakh,₹4.80 lakh, Kaithal Bus Stand Road Manjhla Kaithal
2015 Renault Duster,138400,Diesel,Manual,HR-70,"EMI ₹12,004/m*",₹3.85 lakh, Adarsh Nagar Kaithal Haryana
2013 Volkswagen Polo,123153,Diesel,Manual,PB-09,₹6.80 lakh,₹1.94 lakh, Huda Kaithal Haryana
2013 Maruti Alto K10,69959,Petrol,Manual,HR-75,Not available on EMI,₹0.93 lakh, Huda Kaithal Haryana
2018 Mahindra XUV500,128995,Diesel,Manual,CH-01,₹2.30 lakh,₹4.11 lakh, Ssec 21 763 on main road near gate 5 Kaithal
2020 Skoda Rapid,57605,Petrol,Manual,PB-10,"EMI ₹11,580/m*",Account , Friends Colony Kaithal Haryana
2013 Honda City,171763,Petrol,Manual,PB-10,₹6.56 lakh,Account , Kaithal Haryana India Kaithal
2021 Maruti Alto,60452,Petrol,Manual,CH-01,"EMI ₹3,476/m*",Account , Patti Dogran Kaithal Haryana
2020 Hyundai VENUE,75807,Petrol,Manual,PB-11,₹1.32 lakh,Account , Industrial Area Kaithal Haryana
2016 Renault Kwid,53265,Petrol,Manual,CH-01,"EMI ₹15,993/m*",Account , 1666 Chiranjeev Colony Kaithal Park KAITHAL Kaithal
2019 Renault Kwid,52006,Petrol,Manual,HR-26,₹1.80 lakh,Account , Arjun Nagar Arjun Nagar Kaithal
2015 Maruti Wagon R 1.0,49284,Petrol,Manual,PB-35,"EMI ₹18,658/m*",Account , Ashoka Garden Colony Kaithal Haryana
2015 Maruti Wagon R 1.0,56546,Petrol,Manual,PB-65,₹2.10 lakh,Account , Huda Kaithal Haryana
2016 Hyundai Elite i20,87881,Petrol,Manual,PB-30,"EMI ₹7,061/m*",Account , Amar Garh Colony Kaithal Haryana
2016 Maruti Alto K10,74169,Petrol,Manual,CH-01,₹1.50 lakh,Account , Janakpuri collony Janakpuri collony Kaithal
2014 Hyundai Elite i20,88426,Diesel,Manual,HR-01,Not available on EMI,Account , Near 11 Rudri Shiv Mandir kaithal Kaithal
2015 Maruti Alto K10,47222,Petrol,Manual,PB-08,₹1.25 lakh,Account , Near Community centre Near Community centre Kaithal
2019 Renault TRIBER,92233,Petrol,Manual,PB-65,"EMI ₹4,740/m*",Account , Landmark - Near shiv mandir Kaithal
2015 Maruti Ertiga,94919,Diesel,Manual,HR-54,₹1.80 lakh,Account , Chiranjeev Colony Kaithal Haryana
2023 Tata NEXON,93667,Petrol,Manual,PB-11,"EMI ₹8,238/m*",Account , Sec 9 Huda Ambala
2015 Honda City,99674,Diesel,Manual,HR-02,₹1.80L₹1.75 lakh,Account , Sector 9 Ambala City Haryana
2019 Honda Amaze,97334,Petrol,Manual,HR-03,"EMI ₹8,756/m*",Account , 1245 Prabhu prem puram Zirakpur
2014 Ford Ecosport,74697,Petrol,Manual,PB-06,₹1.86 lakh,Account , Manmohan Nagar Ambala Haryana
2023 Nissan MAGNITE,63492,Petrol,Manual,HR-36,"EMI ₹11,411/m*",Account , Durga Nagar Ambala City Haryana
2019 Honda Amaze,60125,Petrol,Manual,PB-03,₹5.13 lakh,Account , 304 Housing Board colonyBaldev Nagar Locality :- Ambala city Ambala
2023 Tata NEXON,10088,Petrol,Manual,HR-26,"EMI ₹9,991/m*",Account , Ambala Sadar Ambala Cantt Haryana
2017 Mahindra XUV500,86602,Diesel,Manual,PB-07,₹5.66 lakh,Account , Distt ambala city Ambala
2023 Maruti Ertiga,9287,Petrol,Manual,PB-43,"EMI ₹7,786/m*",Account , Prem Nagar Ambala Haryana
2015 Hyundai Grand i10,152926,Diesel,Manual,PB-13,₹3.50 lakh,₹3.25 lakh, Geeta Nagari Ambala Haryana
2022 Mahindra XUV700,48306,Diesel,Manual,HR-03,"EMI ₹7,673/m*",₹2.14 lakh, Ambala Haryana India
2015 Tata Zest,55423,Petrol,Manual,HR-03,₹2.40L₹2.31 lakh,₹2.09 lakh, Haryana India Near bhagwati mandir
2015 Mahindra XUV500,100469,Diesel,Manual,PB-08,"EMI ₹10,827/m*",₹1.31 lakh, Mahesh Nagar Ambala Cantt Haryana
2018 Honda City,74004,Petrol,Manual,CH-01,₹2.80L₹2.30 lakh,₹1.31 lakh, H no 8 tribune colony Ambala cantt haryana Ambala
2014 Volkswagen Polo,133313,Diesel,Manual,UP-14,"EMI ₹5,649/m*",₹1.54 lakh, Vijay Nagar Ambala Haryana
2014 Toyota Fortuner,151191,Diesel,Manual,DL-10,₹1.20 lakh,₹2.33 lakh, Ambala Cantt Ambala Haryana
2016 Maruti Baleno,69578,Petrol,Manual,HR-54,"EMI ₹10,789/m*",₹3.02 lakh, Jaggi Colony Ambala Haryana
2015 Hyundai Elite i20,124973,Petrol,Manual,HR-26,₹4.85 lakh,₹4.54 lakh, Ambala cantt Landmark - Near shiv mandir Ambala
2012 Mahindra XUV500,100603,Diesel,Manual,CH-01,"EMI ₹6,178/m*",₹1.27 lakh, BC Bazaar Ambala Cantt Haryana
2011 Ford Figo,149672,Diesel,Manual,HR-01,₹3.70L₹3.50 lakh,₹2.50 lakh, Nirmal Vihar Ambala Sadar Haryana
2011 Maruti Swift,161206,Diesel,Manual,UP-15,"EMI ₹11,901/m*",₹1.63 lakh," Bestech Square Mall, Mohali"
2013 Hyundai i20,144956,Diesel,Manual,UK-07,₹5.35 lakh,₹3.10 lakh," Bestech Square Mall, Mohali"
2020 KIA SELTOS,187272,Diesel,Manual,CH-01,Not available on EMI,₹3.88 lakh," Bestech Square Mall, Mohali"
2017 Maruti Celerio,39179,Petrol,Manual,CH-01,₹1.07 lakh,₹6.23 lakh," Bestech Square Mall, Mohali"
2014 Maruti Swift Dzire,173668,Diesel,Manual,CH-01,"EMI ₹9,164/m*",₹4.10 lakh," Bestech Square Mall, Mohali"
2010 Chevrolet Cruze,56773,Diesel,Manual,CH-01,₹3.48 lakh,₹5.36 lakh," Bestech Square Mall, Mohali"
2016 Maruti Swift,69696,Petrol,Manual,TS-07,"EMI ₹12,079/m*",₹4.28 lakh," Bestech Square Mall, Mohali"
2014 Maruti Swift Dzire,131661,Diesel,Manual,HR-02,₹5.43 lakh,₹5.20 lakh," Bestech Square Mall, Mohali"
2020 Maruti S PRESSO,115110,CNG,Manual,HR-14,"EMI ₹14,749/m*",₹4.00 lakh," Bestech Square Mall, Mohali"
2016 Honda City,192300,Petrol,Manual,HR-87,₹1.66 lakh,Account ," Bestech Square Mall, Mohali"
2011 Volkswagen Vento,117673,Diesel,Manual,HR-14,"EMI ₹3,608/m*",Account ," Bestech Square Mall, Mohali"
2020 Maruti Vitara Brezza,61712,Petrol,Manual,HR-10,₹1.37 lakh,Account ," Bestech Square Mall, Mohali"
2012 Maruti Wagon R 1.0,65950,Petrol,Manual,HR-06,"EMI ₹13,698/m*",Account ," Bestech Square Mall, Mohali"
2012 Maruti Wagon R 1.0,100288,Petrol,Manual,HR-14,₹8.55L₹8.00 lakh,Account ," Bestech Square Mall, Mohali"
2024 Hyundai Creta,10393,Petrol,Manual,HR-51,"EMI ₹6,120/m*",Account ," Bestech Square Mall, Mohali"
2023 Maruti Grand Vitara,35775,Petrol,Manual,HR-51,₹1.30 lakh,Account ," Bestech Square Mall, Mohali"
2021 MG HECTOR PLUS,133130,Diesel,Manual,HR-51,"EMI ₹6,256/m*",Account ," Bestech Square Mall, Mohali"
2022 Tata PUNCH,60564,Petrol,Manual,HR-11,₹3.20 lakh,Account ," Bestech Square Mall, Mohali"
2017 Maruti S Cross,244026,Diesel,Manual,HR-26,"EMI ₹6,228/m*",Account ," Bestech Square Mall, Mohali"
2018 Hyundai Grand i10,10317,Petrol,Manual,HR-26,₹2.82L₹2.80 lakh,Account ," Bestech Square Mall, Mohali"
2014 Hyundai Elite i20,76021,Petrol,Manual,HR-16,"EMI ₹5,583/m*",Account , Green vihar colony Buria Road jagadhri Yamuna Nagar
2011 BMW X1,79479,Diesel,Manual,HR-98,₹2.51 lakh,Account , Vishwakarma Mohalla Yamuna Nagar Haryana
2018 Hyundai Creta,63108,Petrol,Manual,HR-14,"EMI ₹10,010/m*",Account , Yamuna Nagar Gadhauli Haryana
2014 Fiat Grand Punto,118638,Diesel,Manual,HR-26,₹5.00L₹4.50 lakh,Account , Model Town Yamuna Nagar Haryana
2011 Hyundai Verna,88386,Diesel,Manual,HR-98,"EMI ₹9,409/m*",Account , 47PR+FH5 Yamuna Nagar Haryana
2012 Hyundai Verna,102359,Diesel,Manual,HR-44,₹4.23 lakh,Account , Harbanspura Colony Yamuna Nagar Haryana
2015 Hyundai i10,136625,Petrol,Manual,HR-51,"EMI ₹9,003/m*",Account , Lawyers chamber no A 309 near court complex Yamunanagar opposite anaj mandi jagadhri Huda sector 17 jagadhri Yamuna Nagar
2016 Maruti Celerio,97107,Petrol,Manual,HR-29,₹5.10 lakh,Account , Rampura Industrial Area Yamuna Nagar Haryana
2012 Hyundai Verna,169524,Diesel,Manual,HR-26,"EMI ₹6,620/m*",Account , Prem Colony Yamuna Nagar Haryana
2020 Hyundai VENUE,75807,Petrol,Manual,UP-13,₹3.75 lakh,Account , Rampura Industrial Area Yamuna Nagar Haryana
2016 Renault Kwid,53265,Petrol,Manual,UP-25,Not available on EMI,Account , Vishnu Nagar Yamuna Nagar Haryana
2019 Renault Kwid,52006,Petrol,Manual,UP-80,₹1.19 lakh,Account , Opp.trikona park Opp.trikona park Yamuna Nagar
2015 Maruti Wagon R 1.0,49284,Petrol,Manual,UP-23,Not available on EMI,Account , Yamuna Nagar Yamunanagar Haryana
2015 Maruti Wagon R 1.0,56546,Petrol,Manual,HR-12,₹1.70 lakh,Account , jagadhri workshop Yamuna Nagar
2016 Hyundai Elite i20,87881,Petrol,Manual,HR-72,"EMI ₹15,193/m*",Account , Jammu Colony Yamuna Nagar Haryana
2016 Maruti Alto K10,74169,Petrol,Manual,UP-80,₹1.71 lakh,Account , Raja garden jaroda gate Raja garden jaroda gate Jagadhri
2014 Hyundai Elite i20,88426,Diesel,Manual,DL-11,"EMI ₹9,415/m*",Account , Basant Nagar Yamuna Nagar Haryana
2015 Maruti Alto K10,47222,Petrol,Manual,DL-13,₹2.10L₹2.00 lakh,Account , Sector 35 Jagadhri Haryana
2019 Renault TRIBER,92233,Petrol,Manual,DL-14,"EMI ₹9,951/m*",Account , Huda Jagadhri Haryana
2015 Maruti Ertiga,94919,Diesel,Manual,HR-30,₹1.12 lakh,Account , Gayatri public school Gayatri public school Raipur
2023 Tata NEXON,93667,Petrol,Manual,HR-50,Not available on EMI,Account , 2.4 km away Industrial Area Phase 2 Panchkula Haryana
2015 Honda City,99674,Diesel,Manual,HR-30,₹1.75L₹1.65 lakh,Account , 2.6 km away Industrial Area Phase 1 Panchkula Haryana
2019 Honda Amaze,97334,Petrol,Manual,HR-51,"EMI ₹5,083/m*",Account , 3.0 km away Zirakpur Zirakpur Zirakpur
2014 Ford Ecosport,74697,Petrol,Manual,HR-30,₹2.60 lakh,₹2.60 lakh, 3.0 km away Panchkula Zirakpur Punjab
2023 Nissan MAGNITE,63492,Petrol,Manual,HR-03,"EMI ₹3,687/m*",₹3.20 lakh, 3.1 km away Industrial Area Phase 1 Panchkula Haryana
2019 Honda Amaze,60125,Petrol,Manual,HR-52,₹1.49L₹1.40 lakh,₹3.15 lakh," 10.7 km away Bestech Square Mall, Mohali"
2023 Tata NEXON,10088,Petrol,Manual,HR-51,"EMI ₹3,003/m*",₹9.45 lakh," 10.7 km away Bestech Square Mall, Mohali"
2017 Mahindra XUV500,86602,Diesel,Manual,HR-51,₹1.35 lakh,₹1.54 lakh," 10.7 km away Bestech Square Mall, Mohali"
2023 Maruti Ertiga,9287,Petrol,Manual,HR-30,Not available on EMI,₹2.31 lakh," 10.7 km away Bestech Square Mall, Mohali"
2018 Maruti Alto K10,99537,Petrol,Manual,HR-12,₹0.75 lakh,₹6.00 lakh," 10.7 km away Bestech Square Mall, Mohali"
2016 Maruti Vitara Brezza,147835,Diesel,Manual,HR-30,Not available on EMI,₹6.91 lakh, 4.2 km away Industrial Area Phase I Chandigarh
2015 Hyundai Xcent,125992,Diesel,Manual,HR-30,₹1.88 lakh,₹4.84 lakh, 6.7 km away Zirakpur Mohali Punjab
2015 Maruti Swift Dzire,106825,Petrol,Manual,HR-50,"EMI ₹2,892/m*",₹13.30 lakh, 8.6 km away house no F101 pocket R2 Independent Zirakpur
2011 Chevrolet Spark,60273,Petrol,Manual,HR-30,₹1.54L₹1.30 lakh,₹3.68 lakh, 9.0 km away Astha Apartments Astha Apartments Chandigarh
2016 Hyundai Elite i20,99789,Petrol,Manual,HR-30,"EMI ₹9,709/m*",₹2.95 lakh, 9.3 km away Sector 49a chandigarh Chandigarh
2016 Honda Amaze,131323,Petrol,Manual,HR-30,₹6.56L₹5.50 lakh,₹2.10 lakh, 8.2 km away 1245 Prabhu prem puram Zirakpur
2012 Hyundai i10,129648,Petrol,Manual,HR-89,"EMI ₹8,898/m*",₹3.25 lakh, 33.2 km away Haryana India Chandigarh
2019 Hyundai VENUE,96186,CNG,Manual,HR-82,₹4.10L₹4.00 lakh,₹1.28 lakh, 33.8 km away Near Orion place Gali no. 1 Ambala
2013 Hyundai Verna,104143,Petrol,Manual,HR-14,"EMI ₹12,357/m*",₹4.98 lakh, 33.9 km away Manmohan Nagar Ambala Haryana
2014 Maruti Alto K10,47688,Petrol,Manual,HR-13,₹7.00 lakh,₹3.70 lakh, 34.0 km away Ambala Haryana India
2022 Tata ALTROZ,45141,Diesel,Manual,HR-14,"EMI ₹8,803/m*",₹1.75 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2016 Hyundai Elite i20,163865,Diesel,Manual,HR-08,₹1.87 lakh,₹2.30 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2014 Datsun Go,105000,Petrol,Manual,HR-34,Not available on EMI,₹1.80 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2013 Ford Figo,79247,Petrol,Manual,HR-77,₹2.35L₹2.20 lakh,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2017 Maruti Baleno,76539,Diesel,Manual,HR-26,"EMI ₹9,189/m*",Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2012 Maruti Alto K10,74418,Petrol,Manual,HR-12,₹4.70 lakh,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2013 Chevrolet Beat,232590,Diesel,Manual,HR-12,"EMI ₹8,826/m*",Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2015 Maruti Wagon R 1.0,57510,Petrol,Manual,RJ-10,₹5.64L₹5.00 lakh+ other charges,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2013 Hyundai i10,44890,Petrol,Manual,HR-14,Not available on EMI,Account ," GNB Mall, Raj Nagar Extension, Ghaziabad"
2015 Maruti Swift,87121,Diesel,Manual,HR-14,₹3.81L₹3.13 lakh+ other charges,₹4.15 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2017 Renault Kwid,61347,Petrol,Manual,HR-26,"EMI ₹8,120/m*",₹1.90 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2022 Maruti Swift,66173,Petrol,Manual,HR-77,₹5.33L₹4.60 lakh+ other charges,₹2.13 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2019 Tata NEXON,43084,Petrol,Manual,HR-19,"EMI ₹2,815/m*",₹3.00 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2023 Tata PUNCH,78363,Petrol,Manual,HR-12,₹2.04L₹1.44 lakh+ other charges,₹1.91 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2022 Tata NEXON,48769,Petrol,Manual,HR-77,"EMI ₹9,542/m*",₹1.86 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2012 Maruti Alto 800,71627,CNG,Manual,HR-20,₹4.99L₹2.87 lakh+ other charges,₹4.00 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
2019 Maruti Baleno,59035,Petrol,Manual,HR-20,"EMI ₹4,661/m*",₹7.89 lakh," GNB Mall, Raj Nagar Extension, Ghaziabad"
